FIPS,state,county,monthly_housing,annual_transportation ,annual_housing_transportation,total_cost,life_expectancy,male_life_expectancy,female_life_expectancy
29181,MO,Ripley,731,13194,21966,35891,74.41,73.72,75.11
29183,MO,St. Charles,1400,13214,30014,44628,80.46,80.16,80.73
29185,MO,St. Clair,807,12552,22236,35595,76.57,75.78,77.27
29186,MO,Ste. Genevieve,1024,14518,26806,42348,74.72,74.19,75.22
29187,MO,St. Francois,823,11879,21755,34457,74.14,73.81,74.48
29189,MO,St. Louis,1394,12328,29056,42778,79.49,79.32,79.66
29195,MO,Saline,835,13972,23992,38799,78.35,77.73,79.04
29197,MO,Schuyler,785,13470,22890,37145,77.17,76.56,77.75
29199,MO,Scotland,1048,13605,26181,40834,78.06,77.08,78.94
29201,MO,Scott,811,12823,22555,36189,78.07,77.18,78.93
29203,MO,Shannon,840,13613,23693,38146,75.7,75.15,76.23
29205,MO,Shelby,795,13544,23084,37423,76.1,75.22,76.96
29207,MO,Stoddard,789,12877,22345,36011,77.96,77.16,78.81
29209,MO,Stone,935,13012,24232,38179,76.32,75.75,76.90
29211,MO,Sullivan,784,14146,23554,38484,78.64,78.08,79.13
29213,MO,Taney,913,12089,23045,36047,76.83,75.97,77.67
29215,MO,Texas,858,13289,23585,37732,78.06,77.56,78.57
29217,MO,Vernon,868,13923,24339,39130,77.16,76.55,77.77
29219,MO,Warren,1140,14600,28280,44020,76.11,75.42,76.74
29221,MO,Washington,791,12985,22477,36253,78.64,78.06,79.19
29223,MO,Wayne,680,13066,21226,34972,73.9,73.26,74.57
29225,MO,Webster,853,14002,24238,39093,74.38,73.65,75.08
29227,MO,Worth,778,14408,23744,38930,77.75,77.17,78.32
29229,MO,Wright,784,12420,21828,35032,78.7,77.63,79.78
29510,MO,St. Louis,955,10455,21915,33325,75.92,75.25,76.64
30001,MT,Beaverhead,925,13622,24722,39269,79.97,79.24,80.69
30003,MT,Big Horn,802,14558,24182,39542,73.62,72.77,74.49
30005,MT,Blaine,822,13075,22939,36836,76.35,75.32,77.36
30007,MT,Broadwater,1041,14644,27136,42821,79.57,78.70,80.50
30009,MT,Carbon,1148,15334,29110,45592,80.36,79.58,81.07
30011,MT,Carter,1418,15560,32576,49554,79.49,78.33,80.73
30013,MT,Cascade,1018,12586,24802,38406,78.76,78.35,79.18
30015,MT,Chouteau,811,13412,23144,37367,79.55,78.68,80.48
30017,MT,Custer,969,13515,25143,39627,77.63,76.87,78.42
30019,MT,Daniels,975,14284,25984,41243,79.14,77.84,80.52
30021,MT,Dawson,931,13322,24494,38747,78.57,77.73,79.40
30023,MT,Deer Lodge,845,11607,21747,34199,77.17,76.43,77.92
30025,MT,Fallon,884,14015,24623,39522,78.77,77.76,79.83
30027,MT,Fergus,932,13416,24600,38948,78.62,77.94,79.32
30029,MT,Flathead,1176,13693,27805,42674,79.07,78.69,79.48
30031,MT,Gallatin,1370,13429,29869,44668,81.98,81.56,82.40
30033,MT,Garfield,895,15381,26121,42397,80.29,79.06,81.52
30035,MT,Glacier,727,12059,20783,33569,73.58,72.66,74.50
30037,MT,Golden Valley,830,16296,26256,43382,79.67,78.30,81.12
30039,MT,Granite,992,14394,26298,41684,80.35,79.25,81.44
30041,MT,Hill,877,13373,23897,38147,77.14,76.38,77.86
30043,MT,Jefferson,1300,15268,30868,47436,78.88,78.16,79.56
30045,MT,Judith Basin,903,15051,25887,41841,80.86,79.67,82.05
30047,MT,Lake,1137,12929,26573,40639,78.34,77.76,78.96
30049,MT,Lewis and Clark,1184,13293,27501,41978,79.18,78.73,79.64
30051,MT,Liberty,690,14095,22375,37160,81.23,80.05,82.31
30053,MT,Lincoln,1009,12522,24630,38161,77.55,76.93,78.16
30055,MT,McCone,1032,14866,27250,43148,80.87,80.14,81.58
30057,MT,Madison,1105,14929,28189,44223,79.44,78.35,80.63
30059,MT,Meagher,980,15346,27106,43432,78.48,77.39,79.52
30061,MT,Mineral,1055,14003,26663,41721,77.84,76.75,78.83
30063,MT,Missoula,1179,12511,26659,40349,79.65,79.23,80.05
30065,MT,Musselshell,1034,12935,25343,39312,76.61,75.68,77.53
30067,MT,Park,997,13601,25565,40163,80.04,79.41,80.69
30069,MT,Petroleum,945,15678,27018,43641,79.24,77.43,81.09
30071,MT,Phillips,981,12287,24059,37327,78.73,77.78,79.68
30073,MT,Pondera,812,13721,23465,37998,78.88,78.02,79.68
30075,MT,Powder River,1050,15068,27668,43786,79.64,78.48,80.81
30077,MT,Powell,843,13151,23267,37261,77.54,76.68,78.47
30079,MT,Prairie,820,15746,25586,42152,79.19,77.83,80.55
30081,MT,Ravalli,1083,13017,26013,40113,80.14,79.64,80.65
30083,MT,Richland,1036,15192,27624,43852,77.62,76.82,78.41
30085,MT,Roosevelt,677,12859,20983,34519,71.2,70.23,72.18
30087,MT,Rosebud,942,14265,25569,40776,75.63,74.78,76.48
30089,MT,Sanders,1021,12926,25178,39125,78.34,77.63,79.04
30091,MT,Sheridan,1005,14896,26956,42857,77.49,76.47,78.49
30093,MT,Silver Bow,832,11499,21483,33814,76.9,76.38,77.42
30095,MT,Stillwater,1232,15231,30015,46478,79.87,79.09,80.63
30097,MT,Sweet Grass,1166,14661,28653,44480,80.83,79.89,81.81
30099,MT,Teton,1029,14812,27160,43001,80.19,79.32,80.99
30101,MT,Toole,911,12846,23778,37535,78.48,77.44,79.49
30103,MT,Treasure,904,14500,25348,40752,79.7,78.05,81.36
30105,MT,Valley,905,13798,24658,39361,78.98,78.02,79.83
30107,MT,Wheatland,753,13688,22724,37165,79.63,78.41,80.83
30109,MT,Wibaux,920,14647,25687,41254,77.46,76.08,78.85
30111,MT,Yellowstone,1174,12880,26968,41022,78.94,78.57,79.32
31001,NE,Adams,951,13448,24860,39259,79.59,79.08,80.17
31003,NE,Antelope,791,14691,24183,39665,81.22,80.47,81.96
31005,NE,Arthur,950,14800,26200,41950,79.9,78.08,81.64
31007,NE,Banner,1045,16175,28715,45935,81.42,80.04,82.82
31009,NE,Blaine,817,15274,25078,41169,79.78,78.16,81.40
31011,NE,Boone,920,15097,26137,42154,81.06,80.27,81.85
31013,NE,Box Butte,849,13565,23753,38167,78.71,77.98,79.44
31015,NE,Boyd,880,14629,25189,40698,80,79.05,81.06
31017,NE,Brown,692,13655,21959,36306,80.4,79.40,81.32
31019,NE,Buffalo,1111,13909,27241,42261,80.29,79.75,80.80
31021,NE,Burt,1007,14552,26636,42195,78.84,78.11,79.60
31023,NE,Butler,1018,14955,27171,43144,80.02,79.31,80.69
31025,NE,Cass,1306,15173,30845,47324,79.18,78.60,79.74
31027,NE,Cedar,949,15344,26732,43025,81.35,80.65,82.05
31029,NE,Chase,881,14947,25519,41347,79.38,78.36,80.35
31031,NE,Cherry,1010,14243,26363,41616,80.12,79.33,80.92
31033,NE,Cheyenne,944,13952,25280,40176,79.28,78.58,79.98
31035,NE,Clay,878,15408,25944,42230,79.07,78.26,79.89
31037,NE,Colfax,909,15209,26117,42235,80.58,79.83,81.32
31039,NE,Cuming,884,14808,25416,41108,81.2,80.48,81.89
31041,NE,Custer,903,15012,25848,41763,79.27,78.62,79.87
31043,NE,Dakota,977,13103,24827,38907,78.39,77.78,79.00
31045,NE,Dawes,921,12894,23946,37761,79.71,78.88,80.46
31047,NE,Dawson,929,14470,25618,41017,78.96,78.37,79.58
31049,NE,Deuel,817,15755,25559,42131,79.99,78.96,81.02
31051,NE,Dixon,932,15556,26740,43228,80.18,79.34,81.01
31053,NE,Dodge,972,13087,24751,38810,79.2,78.68,79.71
31055,NE,Douglas,1223,12426,27102,40751,78.64,78.37,78.92
31057,NE,Dundy,766,13766,22958,37490,78.76,77.67,79.88
31059,NE,Fillmore,831,14572,24544,39947,79.03,78.27,79.76
31061,NE,Franklin,830,15429,25389,41648,79.2,78.21,80.17
31063,NE,Frontier,896,15171,25923,41990,81.12,80.16,82.03
31065,NE,Furnas,778,13428,22764,36970,78.44,77.58,79.28
31067,NE,Gage,977,13937,25661,40575,78.97,78.41,79.54
31069,NE,Garden,831,15347,25319,41497,78.43,77.39,79.47
31071,NE,Garfield,771,13684,22936,37391,79.46,78.42,80.53
31073,NE,Gosper,861,16026,26358,43245,79.86,78.74,80.93
31075,NE,Grant,808,15928,25624,42360,79.71,78.17,81.20
31077,NE,Greeley,868,15580,25996,42444,80.43,79.50,81.44
31079,NE,Hall,1001,13187,25199,39387,79.02,78.57,79.46
31081,NE,Hamilton,1063,15307,28063,44433,80.41,79.68,81.13
31083,NE,Harlan,883,14635,25231,40749,79.94,78.99,80.89
31085,NE,Hayes,804,15539,25187,41530,82.14,80.79,83.42
31087,NE,Hitchcock,748,13729,22705,37182,79.17,78.20,80.20
31089,NE,Holt,890,14632,25312,40834,80.49,79.85,81.15
31091,NE,Hooker,838,14412,24468,39718,80.35,78.90,81.77
31093,NE,Howard,1100,15313,28513,44926,80.24,79.46,81.04
31095,NE,Jefferson,810,13824,23544,38178,78.98,78.23,79.71
31097,NE,Johnson,864,13662,24030,38556,79.37,78.40,80.29
31099,NE,Kearney,966,15312,26904,43182,79.65,78.80,80.46
31101,NE,Keith,929,13380,24528,38837,79.24,78.48,80.04
31103,NE,Keya Paha,984,14514,26322,41820,81.14,80.00,82.31
31105,NE,Kimball,859,13607,23915,38381,78.34,77.42,79.23
31107,NE,Knox,847,14731,24895,40473,79.44,78.68,80.15
31109,NE,Lancaster,1108,12142,25438,38688,80.46,80.17,80.77
31111,NE,Lincoln,996,13086,25038,39120,79.14,78.63,79.67
31113,NE,Logan,1004,15921,27969,44894,79.21,77.71,80.67
31115,NE,Loup,1067,15553,28357,44977,81.1,79.62,82.54
31117,NE,McPherson,1102,16116,29340,46558,79.26,78.76,79.76
31119,NE,Madison,962,13405,24949,39316,82.41,80.96,83.79
31121,NE,Merrick,920,15112,26152,42184,79.46,78.70,80.19
31123,NE,Morrill,849,14497,24685,40031,78.3,77.39,79.25
31125,NE,Nance,859,14271,24579,39709,78.45,77.52,79.36
31127,NE,Nemaha,960,14192,25712,40864,79.29,78.51,80.06
31129,NE,Nuckolls,710,13993,22513,37216,80.12,79.23,81.01
31131,NE,Otoe,1061,14603,27335,42999,79.66,79.09,80.22
31133,NE,Pawnee,864,13957,24325,39146,79.8,78.83,80.77
31135,NE,Perkins,961,15504,27036,43501,80.3,79.29,81.33
31137,NE,Phelps,933,14191,25387,40511,79.86,79.16,80.54
31139,NE,Pierce,950,15283,26683,42916,80.4,79.64,81.16
31141,NE,Platte,996,14575,26527,42098,80.68,80.14,81.18
31143,NE,Polk,913,15596,26552,43061,80.64,79.82,81.37
31145,NE,Red Willow,903,13548,24384,38835,79.37,78.69,80.14
31147,NE,Richardson,754,14012,23060,37826,78.34,77.63,79.06
31149,NE,Rock,906,14120,24992,40018,80.22,79.01,81.45
31151,NE,Saline,948,14462,25838,41248,79.27,78.55,79.95
31153,NE,Sarpy,1336,13265,29297,43898,80.5,80.12,80.85
31155,NE,Saunders,1229,15405,30153,46787,80.35,79.76,80.92
31157,NE,Scotts Bluff,1024,13300,25588,39912,78.09,77.57,78.64
31159,NE,Seward,1110,14876,28196,44182,80.06,79.44,80.66
31161,NE,Sheridan,755,14188,23248,38191,79.07,78.18,79.88
31163,NE,Sherman,889,14649,25317,40855,80.24,79.30,81.18
31165,NE,Sioux,937,16370,27614,44921,82.57,81.38,83.81
31167,NE,Stanton,954,15455,26903,43312,81.18,80.42,82.01
31169,NE,Thayer,782,14161,23545,38488,79.7,78.91,80.48
31171,NE,Thomas,946,16011,27363,44320,80.56,78.95,82.13
31173,NE,Thurston,799,14407,23995,39201,73.88,72.97,74.79
31175,NE,Valley,753,14238,23274,38265,80.53,79.68,81.38
31177,NE,Washington,1348,15168,31344,47860,80.54,79.96,81.12
31179,NE,Wayne,822,13957,23821,38600,82.82,82.12,83.53
31181,NE,Webster,829,14630,24578,40037,78.78,77.88,79.68
31183,NE,Wheeler,910,15958,26878,43746,81.12,79.78,82.53
31185,NE,York,989,14137,26005,41131,80.44,79.83,81.01
32001,NV,Churchill,1095,14177,27317,42589,76.76,76.28,77.24
32003,NV,Clark,1273,12564,27840,41677,76.55,75.95,77.18
32005,NV,Douglas,1555,14350,33010,48915,78.27,78.11,78.44
32007,NV,Elko,1221,16452,31104,48777,81.07,80.62,81.54
32009,NV,Esmeralda,846,13931,24083,38860,78.31,77.75,78.84
32011,NV,Eureka,448,18211,23587,42246,75.48,73.91,77.05
32013,NV,Humboldt,993,16325,28241,45559,77.54,76.19,78.94
32015,NV,Lander,1273,16380,31656,49309,76.37,75.63,77.13
32017,NV,Lincoln,884,15806,26414,43104,76.62,75.61,77.66
32019,NV,Lyon,1068,14387,27203,42658,76.68,75.77,77.58
32021,NV,Mineral,742,14024,22928,37694,76.6,76.10,77.12
32023,NV,Nye,1020,13452,25692,40164,74.26,73.23,75.23
32027,NV,Pershing,891,13037,23729,37657,74.1,73.54,74.68
32029,NV,Storey,1456,16238,33710,51404,78.36,77.37,79.25
32031,NV,Washoe,1317,12898,28702,42917,82.13,81.08,83.21
32033,NV,White Pine,968,14783,26399,42150,78.12,77.84,78.41
32510,NV,Carson,1184,12359,26567,40110,76.74,75.91,77.56
33001,NH,Belknap,1501,14711,32723,48935,79.68,79.23,80.12
33003,NH,Carroll,1290,14105,29585,44980,80.82,80.37,81.27
33005,NH,Cheshire,1441,13777,31069,46287,80.08,79.69,80.51
33007,NH,Coos,1020,13079,25319,39418,78.19,77.68,78.71
33009,NH,Grafton,1374,13835,30323,45532,80.86,80.48,81.24
33011,NH,Hillsborough,1707,13915,34399,50021,80.07,79.81,80.34
33013,NH,Merrimack,1619,14659,34087,50365,79.89,79.54,80.23
33015,NH,Rockingham,1904,15006,37854,54764,80.64,80.35,80.92
33017,NH,Strafford,1546,14425,32977,48948,79.49,79.11,79.85
33019,NH,Sullivan,1360,14142,30462,45964,79.5,79.02,80.01
34001,NJ,Atlantic,1661,13003,32935,47599,77.71,77.40,78.02
34003,NJ,Bergen,2423,11691,40767,54881,82.47,82.29,82.65
34005,NJ,Burlington,1943,13796,37112,52851,79.77,79.53,80.02
34007,NJ,Camden,1648,12862,32638,47148,78.12,77.86,78.36
34009,NJ,Cape May,1755,12820,33880,48455,78.12,77.70,78.51
34011,NJ,Cumberland,1423,13735,30811,45969,76.6,76.21,76.99
34013,NJ,Essex,1830,10261,32221,44312,78.47,78.21,78.72
34015,NJ,Gloucester,1858,14503,36799,53160,78.59,78.29,78.90
34017,NJ,Hudson,1703,7354,27790,36847,80.33,80.06,80.58
34019,NJ,Hunterdon,2518,15456,45672,63646,82.45,82.09,82.77
34021,NJ,Mercer,1975,12911,36611,51497,79.8,79.52,80.08
34023,NJ,Middlesex,2047,12808,37372,52227,81.2,81.00,81.43
34025,NJ,Monmouth,2319,13829,41657,57805,80.24,80.00,80.47
34027,NJ,Morris,2537,13878,44322,60737,82,81.78,82.26
34029,NJ,Ocean,1834,14361,36369,52564,79.16,78.94,79.36
34031,NJ,Passaic,1957,11982,35466,49405,79.76,79.48,80.05
34033,NJ,Salem,1576,14733,33645,49954,76.96,76.46,77.40
34035,NJ,Somerset,2479,13975,43723,60177,81.95,81.69,82.22
34037,NJ,Sussex,2129,15228,40776,58133,79.72,79.38,80.06
34039,NJ,Union,2091,11979,37071,51141,80.49,80.23,80.77
34041,NJ,Warren,1864,13692,36060,51616,80.25,79.90,80.60
35001,NM,Bernalillo,1164,11752,25720,38636,78.7,78.45,78.95
35003,NM,Catron,1164,15130,29098,45392,80.07,79.07,81.06
35005,NM,Chaves,859,13097,23405,37361,76.68,76.18,77.17
35006,NM,Cibola,739,12867,21735,35341,76.82,76.34,77.25
35007,NM,Colfax,907,11716,22600,35223,78.54,77.78,79.27
35009,NM,Curry,958,12998,24494,38450,77.53,76.98,78.06
35011,NM,De Baca,834,14512,24520,39866,77.61,76.45,78.72
35013,NM,Do‘_a Ana,980,12228,23988,37196,79.61,79.24,79.93
35015,NM,Eddy,970,13692,25332,39994,76.25,75.74,76.78
35017,NM,Grant,901,11968,22780,35649,78.25,77.68,78.83
35019,NM,Guadalupe,897,13294,24058,38249,76.89,75.82,77.95
35021,NM,Harding,901,15178,25990,42069,80.83,79.49,82.16
35023,NM,Hidalgo,766,12432,21624,34822,78.14,77.12,79.14
35025,NM,Lea,958,14069,25565,40592,76.18,75.68,76.72
35027,NM,Lincoln,1080,13287,26247,40614,79.97,79.34,80.57
35028,NM,Los Alamos,1462,15449,32993,49904,83.49,82.85,84.08
35029,NM,Luna,789,11614,21082,33485,77.22,76.53,77.81
35031,NM,McKinley,757,12958,22042,35757,74.86,74.32,75.43
35033,NM,Mora,707,12918,21402,35027,78.75,77.66,79.75
35035,NM,Otero,893,12062,22778,35733,78,77.52,78.47
35037,NM,Quay,768,11261,20477,32506,76.02,75.25,76.78
35039,NM,Rio Arriba,957,12664,24148,37769,75.35,74.71,75.99
35041,NM,Roosevelt,866,12438,22830,36134,77.91,77.23,78.55
35043,NM,Sandoval,1315,13539,29319,44173,77.31,76.86,77.77
35045,NM,San Juan,1021,14022,26274,41317,76.67,76.04,77.32
35047,NM,San Miguel,877,11241,21765,33883,79.5,79.11,79.89
35049,NM,Santa Fe,1410,12645,29565,43620,81.07,80.69,81.45
35051,NM,Sierra,761,10997,20129,31887,74.9,74.12,75.65
35053,NM,Socorro,879,13427,23975,38281,76.52,75.83,77.26
35055,NM,Taos,1087,12398,25442,38927,79.98,79.36,80.58
35057,NM,Torrance,887,14658,25302,40847,76.82,76.09,77.57
35059,NM,Union,860,13211,23531,37602,77.62,76.65,78.60
35061,NM,Valencia,1020,13611,25851,40482,76.82,76.34,77.25
36001,NY,Albany,1369,12244,28672,42285,80.07,79.79,80.37
36003,NY,Allegany,896,13985,24737,39618,79.05,78.59,79.51
36005,NY,Bronx,1207,6324,20808,28339,78.7,78.48,78.91
36007,NY,Broome,1035,12496,24916,38447,79.38,79.04,79.69
36009,NY,Cattaraugus,944,13574,24902,39420,78.32,77.90,78.72
36011,NY,Cayuga,1073,13791,26667,41531,80.06,79.68,80.45
36013,NY,Chautauqua,904,12988,23836,37728,78.97,78.61,79.31
36015,NY,Chemung,1011,12931,25063,39005,78.74,78.33,79.13
36017,NY,Chenango,1002,13853,25877,40732,78.64,78.18,79.10
36019,NY,Clinton,1095,13438,26578,41111,79.18,78.73,79.60
36021,NY,Columbia,1520,14225,32465,48210,79.49,79.08,79.92
36023,NY,Cortland,995,13751,25691,40437,79,78.51,79.48
36025,NY,Delaware,1042,13749,26253,41044,79.54,79.07,80.02
36027,NY,Dutchess,1912,14817,37761,54490,80.49,80.20,80.78
36029,NY,Erie,1108,11883,25179,38170,78.51,78.32,78.70
36031,NY,Essex,1138,14653,28309,44100,80.11,79.63,80.56
36033,NY,Franklin,959,13726,25234,39919,79.17,78.72,79.63
36035,NY,Fulton,1067,13062,25866,39995,78.88,78.44,79.36
36037,NY,Genesee,1092,14518,27622,43232,79.2,78.74,79.64
36039,NY,Greene,1364,14173,30541,46078,78.61,78.16,79.08
36041,NY,Hamilton,1168,17274,31290,49732,79.3,78.50,80.12
36043,NY,Herkimer,1013,13415,25571,39999,79.51,79.09,79.94
36045,NY,Jefferson,1134,13296,26904,41334,79.23,78.86,79.64
36047,NY,Kings,1585,6220,25240,33045,80.47,80.30,80.63
36049,NY,Lewis,1033,15070,27466,43569,80.12,79.56,80.67
36051,NY,Livingston,1126,14393,27905,43424,80.47,80.05,80.91
36053,NY,Madison,1178,14406,28542,44126,80,79.60,80.38
36055,NY,Monroe,1224,12373,27061,40658,79.97,79.75,80.17
36057,NY,Montgomery,1050,13003,25603,39656,78.77,78.32,79.22
36059,NY,Nassau,2799,13330,46918,63047,82.21,82.04,82.37
36061,NY,New York,1857,3055,25339,30251,81.86,81.67,82.04
36063,NY,Niagara,1070,13023,25863,39956,78.44,78.12,78.76
36065,NY,Oneida,1070,12528,25368,38966,79.15,78.85,79.46
36067,NY,Onondaga,1202,12438,26862,40502,79.68,79.42,79.94
36069,NY,Ontario,1234,14071,28879,44184,79.89,79.53,80.29
36071,NY,Orange,1931,14581,37753,54265,79.8,79.52,80.09
36073,NY,Orleans,1069,14615,27443,43127,78.67,78.21,79.14
36075,NY,Oswego,1082,13921,26905,41908,78.3,77.91,78.68
36077,NY,Otsego,1166,13857,27849,42872,80.14,79.72,80.61
36079,NY,Putnam,2467,15355,44959,62781,81.83,81.43,82.21
36081,NY,Queens,1752,8249,29273,39274,81.82,81.66,81.97
36083,NY,Rensselaer,1337,13580,29624,44541,78.78,78.43,79.14
36085,NY,Richmond,2022,12153,36417,50592,80,79.75,80.26
36087,NY,Rockland,2517,13559,43763,59839,82.54,82.26,82.81
36089,NY,St. Lawrence,971,13384,25036,39391,78.74,78.37,79.15
36091,NY,Saratoga,1516,14266,32458,48240,81.36,81.05,81.67
36093,NY,Schenectady,1324,12995,28883,43202,79.51,79.13,79.87
36095,NY,Schoharie,1203,15534,29970,46707,80.29,79.77,80.81
36097,NY,Schuyler,1017,14203,26407,41627,79.18,78.59,79.77
36099,NY,Seneca,1038,13816,26272,41126,79.2,78.71,79.72
36101,NY,Steuben,985,13427,25247,39659,78.61,78.23,79.01
36103,NY,Suffolk,2542,14568,45072,62182,80.61,80.44,80.77
36105,NY,Sullivan,1338,13687,29743,44768,78.03,77.62,78.48
36107,NY,Tioga,1124,14187,27675,42986,80.02,79.57,80.46
36109,NY,Tompkins,1333,12647,28643,42623,81.21,80.84,81.60
36111,NY,Ulster,1646,13774,33526,48946,80.13,79.79,80.46
36113,NY,Warren,1275,13758,29058,44091,80.01,79.59,80.44
36115,NY,Washington,1202,14447,28871,44520,79.13,78.73,79.58
36117,NY,Wayne,1115,14447,27827,43389,79.28,78.86,79.69
36119,NY,Westchester,2436,12465,41697,56598,82.29,82.09,82.47
36121,NY,Wyoming,1008,14555,26651,42214,79.31,78.82,79.78
36123,NY,Yates,978,14701,26437,42116,79.54,78.97,80.08
37001,NC,Alamance,1046,12796,25348,39190,77.66,77.31,78.03
37003,NC,Alexander,832,13766,23750,38348,77.48,76.94,77.97
37005,NC,Alleghany,992,13060,24964,39016,77.86,77.05,78.58
37007,NC,Anson,815,12615,22395,35825,75.05,74.40,75.69
37009,NC,Ashe,909,13060,23968,37937,77.71,77.15,78.27
37011,NC,Avery,899,12532,23320,36751,77.58,76.93,78.20
37013,NC,Beaufort,1055,13454,26114,40623,76.37,75.85,76.85
37015,NC,Bertie,924,13023,24111,38058,75.52,74.84,76.20
37017,NC,Bladen,758,12333,21429,34520,74.56,73.93,75.12
37019,NC,Brunswick,1250,13241,28241,42732,78.3,77.87,78.71
37021,NC,Buncombe,1136,12400,26032,39568,78.8,78.48,79.10
37023,NC,Burke,890,13301,23981,38172,76.57,76.14,77.03
37025,NC,Cabarrus,1202,13727,28151,43080,78.11,77.76,78.46
37027,NC,Caldwell,856,13310,23582,37748,75.93,75.49,76.37
37029,NC,Camden,1618,15182,34598,51398,78.96,78.18,79.76
37031,NC,Carteret,1231,12852,27624,41707,78,77.59,78.42
37033,NC,Caswell,849,13437,23625,37911,76.16,75.52,76.80
37035,NC,Catawba,994,13016,24944,38954,76.77,76.37,77.15
37037,NC,Chatham,1389,14427,31095,46911,80.8,80.37,81.21
37039,NC,Cherokee,929,12877,24025,37831,76.72,76.15,77.29
37041,NC,Chowan,1009,12590,24698,38297,77.28,76.60,78.03
37043,NC,Clay,940,12785,24065,37790,78.43,77.65,79.18
37045,NC,Cleveland,905,12673,23533,37111,74.81,74.39,75.26
37047,NC,Columbus,895,12507,23247,36649,73.81,73.30,74.37
37049,NC,Craven,1136,13146,26778,41060,77.61,77.22,78.01
37051,NC,Cumberland,1061,12354,25086,38501,76.26,75.93,76.59
37053,NC,Currituck,1435,15292,32512,49239,77.15,76.57,77.79
37055,NC,Dare,1467,13373,30977,45817,79.27,78.72,79.80
37057,NC,Davidson,960,13226,24746,38932,76.57,76.21,76.95
37059,NC,Davie,1121,13910,27362,42393,78.65,78.16,79.17
37061,NC,Duplin,875,13228,23728,37831,77.14,76.62,77.62
37063,NC,Durham,1172,11815,25879,38866,79.07,78.72,79.41
37065,NC,Edgecombe,864,12465,22833,36162,75.06,74.55,75.61
37067,NC,Forsyth,1064,11958,24726,37748,78.06,77.76,78.37
37069,NC,Franklin,1036,15601,28033,44670,77.34,76.83,77.85
37071,NC,Gaston,1032,13499,25883,40414,75.39,75.04,75.73
37073,NC,Gates,1157,15498,29382,46037,77.01,76.23,77.79
37075,NC,Graham,758,13287,22383,36428,76.32,75.49,77.15
37077,NC,Granville,1106,14132,27404,42642,77.18,76.70,77.64
37079,NC,Greene,926,13124,24236,38286,76.91,76.25,77.58
37081,NC,Guilford,1120,11982,25422,38524,78.47,78.19,78.74
37083,NC,Halifax,923,11914,22990,35827,74.77,74.23,75.29
37085,NC,Harnett,1078,14080,27016,42174,76.53,76.07,76.98
37087,NC,Haywood,1053,13202,25838,40093,78.11,77.64,78.54
37089,NC,Henderson,1082,13156,26140,40378,79.17,78.78,79.54
37091,NC,Hertford,858,12393,22689,35940,75.58,74.95,76.21
37093,NC,Hoke,1043,13800,26316,41159,76.02,75.47,76.61
37095,NC,Hyde,779,14395,23743,38917,77.25,76.36,78.19
37097,NC,Iredell,1175,14096,28196,43467,77.33,76.97,77.70
37099,NC,Jackson,933,12599,23795,37327,78.46,77.85,78.97
37101,NC,Johnston,1107,15453,28737,45297,77.82,77.45,78.21
37103,NC,Jones,932,14511,25695,41138,76.53,75.71,77.34
37105,NC,Lee,1009,13853,25961,40823,76.91,76.39,77.42
37107,NC,Lenoir,900,12126,22926,35952,75.06,74.52,75.55
37109,NC,Lincoln,1114,14360,27728,43202,77.24,76.77,77.66
37111,NC,McDowell,847,12587,22751,36185,78.35,77.84,78.89
37113,NC,Macon,973,12472,24148,37593,77.89,77.27,78.50
37115,NC,Madison,1009,13824,25932,40765,74.22,73.62,74.85
37117,NC,Martin,923,12992,24068,37983,77.13,76.63,77.65
37119,NC,Mecklenburg,1312,12275,28019,41606,79.57,79.34,79.80
37121,NC,Mitchell,878,12861,23397,37136,76.8,76.11,77.40
37123,NC,Montgomery,913,12681,23637,37231,77.33,76.72,77.96
37125,NC,Moore,1183,13580,27776,42539,79.67,79.25,80.07
37127,NC,Nash,1044,12508,25036,38588,76.17,75.68,76.62
37129,NC,New Hanover,1340,12167,28247,41754,79.31,78.96,79.64
37131,NC,Northampton,912,12760,23704,37376,76.11,75.46,76.76
37133,NC,Onslow,1123,13522,26998,41643,77.59,77.17,78.02
37135,NC,Orange,1469,12612,30240,44321,80.78,80.39,81.19
37137,NC,Pamlico,1113,14242,27598,42953,78.26,77.51,79.02
37139,NC,Pasquotank,1206,13181,27653,42040,77.02,76.50,77.59
37141,NC,Pender,1172,14266,28330,43768,78.11,77.59,78.61
37143,NC,Perquimans,1212,14531,29075,44818,77.92,77.16,78.63
37145,NC,Person,984,14183,25991,41158,76.61,76.06,77.14
37147,NC,Pitt,1037,12451,24895,38383,77.45,77.05,77.87
37149,NC,Polk,1089,13739,26807,41635,78.94,78.29,79.57
37151,NC,Randolph,925,13515,24615,39055,77.1,76.71,77.48
37153,NC,Richmond,774,12010,21298,34082,74.14,73.61,74.67
37155,NC,Robeson,844,12142,22270,35256,73.73,73.26,74.18
37157,NC,Rockingham,897,13494,24258,38649,75.85,75.42,76.29
37159,NC,Rowan,980,13880,25640,40500,75.92,75.51,76.33
37161,NC,Rutherford,861,12608,22940,36409,75.58,75.10,76.06
37163,NC,Sampson,909,13519,24427,38855,75.74,75.27,76.24
37165,NC,Scotland,849,11556,21744,34149,74.55,73.97,75.15
37167,NC,Stanly,989,13627,25495,40111,76.81,76.32,77.26
37169,NC,Stokes,890,13837,24517,39244,77.26,76.77,77.74
